uid	iids
62	200,9822,9822,3443,4307,1369,3691,3695,3356,4372,4366,2725,4329,4631,4368,5465,2780,4840,5339,2347,2994,5537,1649,5621,1905,3159,1930,4279,5452,4366,1801,2990,4320,2008,5717,1580,5445,5505,1285,5995,4736,543,1808,1099,2748,4786,5686,2722,5625,6153,4893,3868,4864,2777,2700,5995,4656,6884,3961,4888,3029,4125,6045,317,5466,208,3814,5897,6153,5993,5115,2673,1476,3955,245,212,2812,5010,4851,2755,301,5980,4926,6309,196,5348,1024,4498,4863,4881,6188,6539,5996,11861,6243,762,6000,1414,348,3376,5236,6304,6261,526,556,6337,6340,6382,2022,7832,5857,4434,2265,4297,895,995,5413,6904,2749,6589,6661,791,3870,618,5235,7505,467,6616,3312,6723,6738,6737,2448,2616,74,608,2386,6714,6294,312,1983,157,588,6755,1609,1879,79,6072,6867,6776,5959,6018,6687,667,4094,5466,8629,2140,6633,6789,5188,6891,6857,6729,4872,6838,1111,7341,4943,4965,6936,6997,6933,6999,6970,5618,4953,12381,61,4970,7123,2197,5674,6902,5365,7050,2677,7390,11504,1008,1526,5100,3888,1849,1985,2993,144,4986,7192,1106,1282,6017,7227,4983,6821,20020,2571,7222,3973,2509,7243,1398,7334,976,3780,5401,901,7260,7269,7514,1479,6403,5540,7202,5033,550,7318,1135,616,7303,7377,7384,7475,554,3416,4144,7372,6985,4982,7240,7921,113,7762,2637,531,7563,7666,7608,994,242,602,7447,7528,7642,685,847,1072,543,11000,7687,7184,7761,4434,4761,7832,1375,2819,2834,7880,167,7896,7829,7839,1514,480,2749,5401,5618,353,8016,11621,8013,5166,5857,6012,7948,442,7944,7946,7981,8217,4995,20224,7998,8086,2636,8095,943,976,3780,5427,5427,8013,1493,8168,5015,8229,8211,8246,654,7340,4042,1975,7771,5199,2172,8355,8379,1005,1343,5103,7989,8122,8992,8626,819,8662,8128,8664,7636,8765,8337,8781,8714,2317,5081,19615,8885,8962,5064,2377,8980,8941,11346,8913,9144,9060,8975,5093,5102,4915,9294,1775,9500,9325,9425,9569,4238,1119,9274,9751,5054,9964,9964,200,9822,9822,200,9822,9822,200,200,9822,9822,9822,9822,5010,5087,24,11149,1282,10605,10605,10187,10187,9313,5098,10184,10184,215,10459,10459,11138,5980,9832,9832,11394,4351,9626,9780,9626,308,9224,511,11131,11395,11267,11263,3871,11550,11641,915,1307,5365,11559,651,11642,8627,12135,12134,6884,11185,11764,10057,10057,1688,11561,11483,19976,10990,9506,10695,10695,11482,11078,12249,188,11533,11112,20382,745,11528,11563,13102,11629,11558,12281,10040,10040,6309,160,290,3789,13478,16712,12830,2589,12895,12985,13698,12714,13688,869,13843,13626,13360,12553,13208,4369,3888,11163,12199,13848,2216,2256,13703,14166,14380,2246,1177,2488,34,4073,13362,6572,13640,9395,9888,9888,2289,14270,14696,4294,13930,14202,13136,13925,13216,13224,2233,13298,2289,14888,14696,14534,8565,13785,13687,2157,13214,13767,14581,3242,262,14459,15024,15049,14888,15088,4291,15098,13421,15255,15266,15315,15130,14817,15487,15462,14799,14461,13974,14007,13419,2908,14801,12327,12100,1602,14259,14828,14315,14185,1178,4120,3369,9217,14637,5164,14810,16079,4015,16215,15350,14940,15067,16342,5575,16328,14819,15895,5448,15857,16610,15069,16365,2401,973,15751,16854,2243,4149,17350,15935,16043,15637,16177,3239,17266,11556,17206,2312,17017,14253,17434,3350,17745,17167,17818,13579,2353,16807,9250,18231,4615,18184,17815,18249,11255,18356,2602,12780,1262,19078,19045,19078,763,7573,1532,2226,10326,10326,18866,19682,7042,4434,4761,7832,14877,11953,3951,777,17141,18573,1833,4814,9177,20460,20467,13244,20050,20344,1155,4971,213,14298,15006,1181,2729,8964,18693,11509,5582,5587,19871,1754,10,3969,5057,1584,275,3320,2767,3423,3207,18517,71,2885,739
63	6884,4307,9596,1415,7842,5387,11307,5926,1315,6273,7294,11071,11136,14004,7103,6771,4427,8317,2755,6848,6116,12113,8693,9851,9851,1292,5988,16512,7318,7571,4206,583,2796,2389,3196,894,4706,10110,10110,11143,8040,671,787,4631,11817,618,5235,1612,2377,3903,280,196,8457,534,767,16488,938,7377,535,1046,2364,3054,317,526,3911,555,915,1828,739,1497,3328,9191,1556,2247,2908,4294,1285,53,4615,9569,945,966,10953,11138,242,3453,19453,920,8940,1799,8041,10599,10599,2390,11274,2825,5787,3130,795,9007,11,4009,1214,3012,2725,11383,1600,3265,4908,8094,10805,10805,1982,6561
64	1052,861,2400,252,2407,4212,2008,2377,212,3763,6033,3822,4901,5772,3342,5516,2400,468,6735,5538,4219,557,829,4241,2004,3926,3009,1909,1653,1902,6041,1189,196,6213,592,6598,4534,1722,1000,263,5729,915,111,459,2817,1178,9975,9975,2691,1569,7600,3093,552,1079,918,19571,1917,7993,8228,138,947,2520,8697,9078,4147,9111,5102,9325,3883,2350,1395,9093,5087,9348,7510,10605,10605,6633,999,10187,10187,2673,4971,2347,1756,1646,5997,8602,2586,994,5075,1217,9751,3690,9835,9835,10655,10655,4288,8913,10304,10304,7215,1454,6275,5084,2077,3098,5267,11756,19975,1010,1343,2099,2226,1181,1416,9446,20164,10667,10667,11019,9599,2326,507,3131,11075,1272,11323,11623,2815,2781,14097,1982,13147,11007,2643,13351,732,89,12272,4534,11564,17381,13848,1104,6399,7827,3973,8936,13602,2798,14696,10784,10784,1937,10163,10165,10163,10165,15024,465,2719,14184,449,2368,5338,6423,4452,7768,13767,14156,847,2203,624,713,3164,15350,16215,2880,15545,2725,1880,16740,15560,2000,11112,20382,5745,16987,1293,2914,762,16266,264,1303,343,8874,8043,3917,12430,216,10268,10268,2256,11551,2344,3812,317,3515,4663,280,1808,468,6735,1112,656,6459,20093,20123,2106,17681,20465,680,302,1782
65	99,17789,11876,15151,11106,11614,13948,14764,645,3580,4222,4933,10,127,125,182,312,480,685,1024,1211,1537,1798,2706,3015,3313,3588,4335,4856,4926,5069,5827,6201,6244,6502,8055,55,71,113,131,142,196,200,569,617,649,718,795,1923,2175,2246,2248,2579,2839,2836,2934,3231,3428,3925,4375,4835,7104,9822,10053,10629,10639,9822,10053,10629,10639,11138,11184,11632,11634,12437,12495,12846,13362,13703,14439,15158,14489,3681,1044,187,531,1706,2297,3563,14007,17167,375,1654,5096,11919,616,5073,11796,17433,14802,3856,17926,12302,14639,19078,18808,1624,9278,12842,14947,19134,15954,19123,2959,19056,19060,19148,1805,3896,12962,11887,15760,17905,18321,682,1830,19245,2655,3150,20465,3697,20321,17162,9382,888,586,120,2885
66	1800,3098,7446,293,633,1440,6075,20517,317,618,2389,2507,5235,15797,16,586,2894,3566,6858,7532,8498,3861,135,17403,1201,6409,17879,170,7425,7426,8904,19056,19060,19148,2381,18588,1285,2023,10800,10800,15767,17734,17852,17869,18644,12925,6294,17290,4775,14764,3867,11626
67	2449,4274,3712,841,3791,4799,4285,253,3837,3725,4582,4505,148,4515,3830,65,3697,4306,3638,698,4181,16,4455,4468,55,3665,3928,4579,34,4327,4303,3795,2719,1216,4667,299,305,2111,4101,525,511,3828,3490,4337,821,3774,4329,649,1712,4621,4322,4726,4296,4584,4295,915,4670,1746,2207,4540,4709,2702,4226,4748,1541,4349,4317,4729,4795,4375,4343,4768,4358,4339,4382,4408,4803,5222,189,5133,4369,4746,4368,4390,4378,4475,1330,5367,4387,5120,4363,5195,5462,5218,4918,7793,2965,5309,2233,4345,4844,5304,5330,5153,5260,5392,239,213,1575,4849,5456,5231,5361,5491,4405,3490,4094,5464,8629,5765,5509,5546,5737,4901,5513,1801,4320,5245,5373,5582,5587,5575,2895,5578,5632,3785,1621,3838,5436,2543,4855,5993,4893,5615,5686,5610,5929,5655,1027,1186,1313,5830,2526,10149,10149,10695,10695,11560,11615,10749,10749,12231,12266,11756,19975,7166,1486,8788,11075,9254,10324,10324,11374,12225,12342,12748,11613,12026,12100,11486,9790,9800,7458,9733,11022,7339,9555,12349,9670,11347,11322,4339,4382,12404,12692,8669,1912,11018,12444,1203,1526,4531,4969,6164,6571,65,3124,10597,10597,12692,12692,12710,12200,12692,12508,12692,11561,15239,11984,12692,12692,12692,7126,12484,12714,12671,12815,12312,7031,12899,11709,6415,13043,11495,9669,12870,12797,11947,5589,6119,12846,11278,12898,11690,12304,12684,12893,8863,12710,12033,13546,12056,12592,12893,12845,12896,5804,10209,10209,11135,13463,2760,13122,11224,13189,13044,11152,5028,12669,13044,13375,13044,13309,12785,13103,13044,13291,13213,13044,13291,13044,13291,13044,13216,13044,13309,15870,13147,12199,12791,8465,13359,17017,13362,13502,13623,13857,13289,13650,13126,13291,13213,14039,13213,4512,13216,13772,14461,13590,14100,14461,14461,13972,14534,14461,14461,14475,14461,14320,14461,14461,12985,14461,13419,14310,14320,14322,14463,14310,14322,14461,14315,13226,14322,14315,14310,14463,14322,14868,15297,13636,15116,14319,14322,14463,15487,15049,14826,14459,14826,13911,13673,10608,10608,14489,14147,14085,13421,14259,15308,12781,15305,13626,14828,14829,15218,14488,14788,14146,14828,12218,14828,14463,14035,11147,14310,14785,15130,15168,14320,5625,14593,13471,14007,15549,9384,14948,15355,15372,14943,9825,9825,15150,14777,15853,9231,13308,15751,12800,16011,13680,11415,15845,13805,15071,15980,14940,15437,15994,15636,11977,15552,16232,16342,13475,15589,14819,15637,15895,15749,15760,15970,16000,16585,16664,14880,9141,10433,10433,16470,16432,15857,12674,15823,15992,16805,16686,14898,15995,14133,16736,16869,7309,1967,16886,6458,12410,15943,15401,16829,16541,17206,12496,16584,17216,9556,11,2175,8205,2591,11353,3274,3585,16088,4780,6952,16987,17547,4781,17074,16531,943,12708,963,14569,14452,17412,17397,16437,17110,13020,17939,17685,17745,17817,17820,6538,460,17647,1732,3414,6612,8864,18207,13423,2636,983,17335,9930,9930,5722,2344,8991,17852,9750,8934,2585,3500,1609,3782,4856,8325,4434,12709,3586,7104,1946,1790,18307,3531,5076,1747,685,18668,11126,151,17196,1356,18987,50,15756,18363,18370,19079,18908,18977,18885,17167,19078,19229,19011,19115,16779,17023,10021,10021,19293,4177,18262,3496,2791,16669,17068,193,15007,19063,16174,18974,18565,18684,16420,18567,18298,19302,8805,18265,19416,19557,18182,19496,19888,19709,1417,14766,17985,18370,19579,18754,17559,19534,17739,7995,16364,20158,6258,20074,19402,5005,7983,19471,19211,7138,20390,20182,20265,20534,19935,20545,20376,20543,16328,19993,13478,17362,18555,6649
68	184,13669,6294,12181,12599,4279,7636,4368,7514,12763,37,13688,8754,586,14338,11483,19976,2922,3072,376,3648,4609,13664,10,317,267,13321,14708,8279,8286,344,151,6680,9648,13204,148,12757,4369,2498,5582,5587,494,3348,6045,240,1732,12103,10355,10355,14298,4795,2940,9584,12276,3490,2825,14799,8964,556,7717,1209,475,471,3351,12075,9808,9808,9767,9767,5057,9646,2008,5067,8479,11667,15350,12602,14497,15325,14264,5115,16245,3787,8122,2125,695,2597,4070,2770,15935,1449,3426,1601,8068,2009,467,443,3330,16177,560,9022,14788,14495,19457
69	189,623,1683,4427,2040,4773,2829,5119,3383,3439,3169,5167,11245,53,4053,8730,9777,1486,2293,5215,186,1315,1330,2400,2818,3980,4372,4546,4603,5153,6519,7793,1685,5313,1621,5357,5355,841,1801,4194,4320,5116,5342,1756,4844,5737,718,2837,2838,5444,1805,2125,2266,5463,1455,4366,2326,695,4374,4366,5733,4869,65,5688,5745,5750,176,673,1638,5861,3342,5824,5831,2878,6009,4871,441,4908,6010,435,1662,5924,4883,6148,6130,2927,3006,4851,6155,2673,871,5010,6126,6189,6184,189,3902,3991,6309,6213,5942,6471,6471,348,4841,6366,11902,4880,6622,4065,7528,6879,6927,4965,5017,6572,6904,2554,1106,3014,4232,4500,373,6990,5780,7014,7059,7100,7190,7192,477,7200,7207,922,431,989,1232,1706,1794,554,4307,4969,1937,4626,7526,3142,7525,2123,7719,7728,7737,7758,7761,7768,7807,165,4994,7696,8284,8284,7447,819,8716,518,10000,10000,5087,2401,9907,9907,9908,9908,9964,9964,5067,10286,10292,10286,10292,9894,9894,308,11438,2256,5084,9832,9832,11394,4995,20224,1939,11564,17381,2400,64,12138,11561,12247,742,7896,4706,10110,10110,10162,10162,212,1930,3203,3356,3490,5653,9975,9975,1319,3853,9862,9862,884,2677,3270,4296,4334,4741,11759,11968,12783,12880,2780,6962,12647,12991,12214,698,2472,4181,4339,4382,4777,4795,11558,12511,12917,13022,13077,1684,2245,2587,4009,4767,12914,13165,13189,465,763,1059,1656,74,845,1516,2789,3566,3789,6999,7563,9250,12704,12925,13358,10,806,1784,4468,6513,6525,7394,13041,13232,183,200,5612,6309,9822,9822,13253,13400,13477,13570,13688,14552,4963,4755,4771,13031,13810,2246,2488,3044,4073,9241,13622,14166,14172,13647,14529,14553,14748,14533,18121,4561,14158,14167,14435,14439,14525,14126,14136,14324,3114,9161,13930,19507,13145,14270,14714,15218,14598,14708,12198,15127,2985,4188,13767,14298,14644,14979,15168,15187,15259,4852,7457,14911,15120,15159,15218,15306,15521,15643,14880,3949,12681,14615,16318,15601,14777,17168,17605,7434,18169,144,17335
70	6475,10971,2632,14911,13934,12846,12370,12431,14488,7548,6180,1143,13703,13924,13928,8864,4749,12823,14189,15368,10680,10680,1121,7804,297,14435,4755,4771,4726,15562,6357,5785,12082,13028,7378,14988,14146,15218,15590,2382,7583,7297,7300,6907,10320,10320,12491,13179,15598,13417,11334,9899,9899,12552,10855,10855,10915,8491,76,14777,12688,204,622,14024,9090,2523,612,2725,8978,14452,4768,13124,875,751,14331,15016,9428,2216,5796,6003,11564,17381,5087,15639,4852,6953,2872,11207,3217,5015,3934,15605,3083,12172,15751,2309,13319,14942,15929,15879,10875,10875,2334,3239,3012,13616,14797,9245,15560,9273,5041,13670,2025,1193,2789,3816,15558,15640,16331,3940,10637,10637,2391,198,13621,14790,1951,15680,13981,6001,14534,15949,9968,9968,12382,14644,6707,14970,9005,14799,8186,13623,12201,13570,12208,12511,15749,10737,10737,14798,9949,9949,3863,9993,9993,4427,10820,10820,14166,1962,9446,20164,571,13701,14781,16239,15901,16661,5168,325,13329,558,65,4742,1948,14615,16235,16342,16209,16407,11483,19976,16232,10676,10676,15601,12685,5858,4631,15350,16346,7354,480,15846,18727,2803,5442,9556,15785,1099,2438,4042,11415,1671,3494,3570,7558,2677,15437,2807,16378,15842,3935,2468,16177,4009,17095,284,1843,14629,15008,16237,5396,17032,15832,16987,13640,15487,13933,956,12884,16210,13738,17110,15080,17238,17619,17586,17600,17410,8104,12394,671,3511,13018,13022,13465,7989,13202,14530,15267,15474,17689,12618,14590,17685,1798,8076,17082,17221,17818,17817,2230,4019,18451,16793,2829,18384,15833,5624,17168,17808,19095,14191,19063,2553,18986,17907,747,18399,19366,19075,19123,7002,20010,1939,20005,19872,20486,4817,18691,9177,13244,2598,9331,12527,4145,654,18489,881,2386,9505,13375
71	11112,20382,2041,4372,4372,4927,7490,11330,7244,3067,3131,465,487,11876,11,11,3233,3303,943,4780,10681,10681,2175,3274,8205,11353,15239,7170,4945,7173,8448,9740,1101,213,1262,3804,6475,575,7519,2554,3317,4684,5373,12801,4173,4368,7272,7272,8029,11255,3469,3469,4561,689,6452,6452,4497,4076,10184,10184,35,3563,4426,5461,12055,13621,7476,7476,7476,6452,15239,1760,4805,3857,3857,3857,9685,12748,488,6532,6883,9834,9834,3022,7686,1906,6589,9633,9633,9633,11993,543,963,343,3288,13041,8122,8122,8122,3065,1666,4339,4382,7642,8243,8788,11591,4639,4639,5733,2363,915,915,915,12607,11818,2100,2100,2100,1706,6392,11547,14412,2933,2933,6076,7744,7744,12509,5796,5796,821,358,2369,2369,755,4470,6664,6243,6243,6524,12578,8060,8060,8060,1045,1090,8350,4160,2601,9989,9989,10853,12489,12489,9059,8122,12531,7910,1535,1535,7525,5597,19650,13477,13477,13477,3223,3223,13701,12190,14604,3090,12856,12856,10899,10899,4512,7810,8485,9204,9313,9313,10990,11652,11652,13006,14868,14147,13826,12905,3348,2607,13785,13785,13785,10161,10161,5475,2748,555,3482,8024,13564,13564,373,2567,543,3568,14415,4055,2244,2244,3389,396,6466,14489,16191,9848,9848,9848,9848,11155,13263,13263,4241,4953,14147,5664,5664,1872,3984,3984,9870,9870,12246,438,1621,2789,1205,1205,1890,6137,9252,9252,2544,6137,6291,1662,3094,305,3774,7429,7429,622,5461,15560,6657,12370,3888,3888,543,5334,8029,13263,5114,5114,13006,13006,11,943,11876,11353,4295,8448,12844,2554,2554,4173,4684,4684,7272,11255,11255,4497,6452,6452,12055,12055,12055,9685,9685,9685,9685,488,1906,12748,1056,6589,8017,963,4339,4339,4382,4382,8122,15603,9848,9848,7642,7642,7642,8243,8243,13826,11547,2933,6664,4759,4759,4759,4764,4764,6243,12687,1045,1090,2786,2602,12794,12794,12794,13773,2698,2698,2698,3223,5028,4388,4388,14940,3861,4580,15640,16407,13096,13096,13394,14014,15008,6591,10334,10334,16580,16464,5569,7976,16610,790,14943,16432,7092,7092,7092,7092,9000,2907,5010,12001,13499,15173,7661,4972,5734,17110,16793,17780,1641,1135,11310,15935,15935,17621,16318,16752,16795,15028,15093,16531,17412,17473,17473,4468,14146,16855,16405,18499,2230,14533,18121,13767,16437,17389,7789,20557,146,8759,3179,16606,16606,18424,18280,17890,17890,13179,14822,13967,18234,17678,13588,12100,14461,15069,242,5597,19650,14077,18379,19095,3966,16704,19123,17869,16373,4561,14578,14578,6291,6291,465,17110,15720,16707,7170,7173,16606,9740,17454,2554,1760,4805,19536,19247,3288,6812,18049,628,6392,5796,16218,16853,12489,7910,1535,19650,12190,10990,11703,14388,16291,16291,19867,19868,373,373,18237,20011,11155,19972,2244,2244,2244,6466,16235,1621,9758,15173,7857,7857,16620,15898,17473,19273,1864,3877,7002,539,5076,909,10773,10773,16541,4768,19115,3112,538,760,8402,8402,18156,18427,20295,3381,962,609,609,11590,16530,1248,2413,1939,8141,16053,2535,2635,5808,5764,5764,18272,19259,3937,7967,11623,15158,6155,20390,20456,16213,13557,20486,15675,19046,8722
72	253,531,1285,2173,2814,3303,3613,4817,4850,4966,4972,5195,5615,5672,5804,5999,6235,6378,6382,6791,7008,7147,7207,7211,11213,99,1301,1356,2157,2882,2916,3009,3067,3305,4933,4940,4926,4946,5042,5392,5398,511,3301,7061,841,1930,2725,3092,3712,5165,6908,7548,7593,5880,2146,8097,2397,293,1411,2488,2589,4995,5015,20224,68,1483,2507,3063,4908,1416,8205,7807,6835,571,1872,2256,2500,3426,5355,5391,5442,6375,6622,20505,3280,5029,5812,3241,808,953,994,3384,3693,4238,4737,1185,2924,3278,3611,3838,3856,4356,4706,4904,5109,7073,8372,10110,10110,266,1934,2389,3400,1801,4320,8992,2616,2885,1595,3274,662,2132,2689,9078,9079,10820,10820,298,1476,1551,5102,9208,10690,10690,290,5025,8706,827,3555,7568,291,806,864,1127,1526,1611,2044,2309,2691,2767,3423,5040,5081,5464,6155,6452,6907,7636,8158,19615,20256,372,2196,8252,5356,9646,576,2274,3902,4468,5757,7630,9009,9964,9964,10,710,2352,64,3226,4249,5396,9236,9899,9899,55,144,585,1497,1596,2337,2331,5087,6073,2021,3164,3919,2438,4856,1330,2123,3075,3953,4561,4852,5443,6775,1875,8464,235,10605,10605,2468,4742,606,2927,10053,10053,956,1722,6504,10184,10184,224,2592,9814,9814,190,760,10510,10676,10510,10676,170,1060,1203,11007,4105,4370,5067,5168,3888,5733,11,23,230,1600,2526,4076,7896,9281,1768,3558,3871,4456,6388,7226,7328,11585,15471,4945,6062,2369,453,2216,3494,10903,10903,11609,5889,5894,7686,11255,11536,875,2166,2362,2949,6843,548,6879,11022,11804,11860,1506,4031,474,6513,2935,1864,2293,3214,3455,7890,2639,3019,10919,11415,8076,763,1638,2210,497,670,887,1118,1128,2161,5173,119,1004,1541,3938,1621,2719,12001,8457,10921,11764,12135,3940,4094,8629,11756,19975,11600,2567,2622,3014,3427,7989,10843,10843,11485,11064,4038,7597,11390,11564,17381,2386,11483,11876,19976,11198,12499,3688,6684,6623,11887,7378,191,2554,4709,12599,9446,12380,20164,2190,2569,12204,4762,12029,2993,4582,12274,12743,12756,10149,10149,11755,10894,10894,12200,12748,12794,1680,13502
73	859,5348,9808,9808,5087,9899,9899,9985,9985,10,9794,6057,8312,1506,3210,7514,9780,6917,3312,5464,11556,4397,1900,4795,2908,503,2814,9078,12432,3239,1964,5350,7147,92,5033,10411,10411,11562,3322,3376,7096,1770,3395,12846,7495,9698,13236,236,3711,13521,1647,17686,1649,5621,10431,10431,9397,13797,19676,19682,5529,20277,9569,631,153,572,17488,5191,108,19544,8214,9676,11567,1212,753,5141,1447,2211,2597,443,2574,8038,456,3316,19787,18039
74	4375,2571,3622,4390,3012,1861,2256,2725,3818,3341,953,4890,6201,4899,8047,4851,4915,2956,128,7341,5893,1982,4933,6328,4894,4959,6382,5980,6502,5005,4863,4927,19663,20235,187,2051,2247,637,6526,5659,534,27,4943,6622,4992,5001,5017,6970,4965,6945,6936,264,1351,3199,11422,4863,19663,20235,7179,3888,5508,4983,20020,4293,266,4979,7237,7302,6440,1335,5655,7115,7207,3113,7448,3305,5048,6959,5715,1801,4320,6609,6908,7403,6504,7807,167,348,5104,4995,20224,188,3939,5396,7921,787,4653,11817,3151,6988,3548,1001,8252,5103,8493,3881,3816,913,556,2407,9001,9000,8992,602,2377,9078,9079,2132,5040,8995,8452,5093,5102,8745,20205,5061,1799,11,5063,3856,5064,5058,9899,9899,9527,2021,9756,979,1937,5087,10068,10068,8759,10304,10304,252,10381,10381,9197,10411,10411,10605,10605,9074,633,2683,5073,10857,10857,20372,5948,10,10437,10437,11214,5900,11248,11582,11600,3871,9832,9832,11394,63,19366,16875,17753,12345
75	7349,10010,10010,7055,915,3558,3338,5519,2157,10504,10504,7905,4298,9741,11353,2554,4624,1262,7519,8205,5373,6126,4073,2719,5196,4042,1962,12511,5391,8893,352,230,11,1294,13060,15732,2112,15116,2785,16059,14040,14514,12488,12783,10455,10455,5316,14867,15977,13689,4756,10357,10357,13623,6582,12080,259,9224,7749,4961,3217,12333,511,212,994,2616,150,12211,14814,6908,762,13421,6504,3239,194,3083,180,10676,10676,9184,6614,6835,3898,16661,325,11760,3725,12174,12752,13940,12500,13763,9683,15043,12803,10741,10741,11619,2652,17095,10652,10652,7302,14011,5456,13555,14679,5489,15851,14643,3037,4220,17596,9335,17110
76	6492,8846,6447,6917,1345,10097,10097,7666,8626,1756,9567,9274,7112,2665,3126,9746,9441,3281,6484,7992,1077,4559,4559,10449,10449,10621,10621,6927,9931,9931,207,9699,9700,9692,2256,10595,10595,9871,9871,6065,1004,1345,10097,10097,517,11232,11386,7529,1352,11364,734,1285,5191,800,962,1638,7488,3095,10977,3114,19507,9572,10788,10788,2633,3424,1749,11743,3215,3942,1524,6779,436,3137,2838,1930,3461,9145,8370,10269,10269,1657,11282,741,11422,11422,12432,1111,643,12016,602,674,12086,7534,6454,108,6399,18723,8122,2725,2725,1379,471,707,591,1003,1147,478,2982,12560,2049,428,7428,7428,7428,838,3803,2256,856,9918,3381,953,953,3381,2213,5264,785,1657,2823,2633,2633,1050,3994,1352,3215,20513,2389,4184,9693,10805,10805,1602,3040,2348,1884,5064,11926,10696,10696,1272,3822,2209,1855,11673,1982,6908,4561,4561,4296,8754,3329,12946,3329,3926,29,29,953,3285,3285,3285,161,161,6458,1414,1414,4844,4433,464,464,464,4098,465,4844,3054,1075,5103,3059,465,1550,7568,7568,7568,2725,2725,2725,20505,20505,20505,822,462,462,4559,4559,2500,16206,16206,1865,1865,1865,6559,6559,6559,3233,3233,674,1799,252,9244,829,829,586,4473,297,149,316,316,216,4604,779,779,1837,195,195,195,195,195,7485,3305,3848,183,183,5612,5612,10268,10268,644,644,161,7428,530,530,1446,7823,7823,9192,3588,10766,10766,6698,7410,12520,659,8979,3484,11000,3917,3917,2758,1004,3552,6821,2949,6779,1638,4230,4493,5941,5941,2077,8110,976,3780,93,3114,19507,6743,13122,3083,9717,1977,1977,13351,13351,953,723,3719,13375,657,2485,11204,11065,920,920,1188,1088,10066,10066,7636,1097,4293,1356,13205,13205,13620,13620,2401,5534,2401,4396,7593,7626,17588,17588,2034,3288,3555,11590,1465,2610,1547,1547,6291,6291,5067,9078,749,3486,3098,2209,5010,567,2381,8357,8357,10066,10066,2000,7211,11950,11950,781,2725,2725,9128,1646,232,232,1794,2175,4604,2492,1945,1794,3926,34,1775,13984,13703,3050,7808,11386,1497,50,50,14140,14519,847,7112,11749,943,14486,1493,1493,3828,983,983,188,344,1590,797,797,2175,4011,692,1004,2949,1185,11664,3053,3114,19507,212,1749,6779,1100,556,2245,1930,2256,12305,5064,15327,556,2273,6884,5764,5764,9103,9103,4138,1272,7237,2141,4724,15562,4935,10563,10563,2177,7190,1307,238,15599,7211,3484,3588,3083,5534,1329,556,2256,34,50,344,943,1775,232,1794,2708,2000,749,1465,2381,2559,5010,9078,3555,3555,4396,1188,953,3719,1837,1285,602,3233,16206,465,1550,4844,3285,321,1855,3014,11673,2146,2146,2454,8370,10269,10269,2256,6698,8122,2302,602,1444,1749,3424,212,212,800,15306,2348,323,14231,1307,4935,15562,2141,4138,556,6884,2949,1004,1004,3072,3072,1493,847,14140,13703,1775,216,2280,4462,15320,1657,15462,643,3008,3008,8122,8122,1003,785,2823,2914,2914,2904,4542,16964,3014,150,6908,160,1774,15901,15901,2576,3259,13910,161,2770,2770,2770,1414,4844,1075,3788,4890,8529,9120,4916,4916,17115,1100,3911,6821,4247,16684,1288,93,93,93,93,93,16512,1050,3994,14941,16681,16987,16987,17559,8414,2280,15867,18723,18723,707,591,2904,3486,2050,15255,4561,15901,4564,8754,3329,29,186,3812,6461,6461,3986,17331,4559,829,1285,4473,3381,779,17949,1446,5941,8110,1977,8663,5405,1097,3482,6274,6274,13205,13620,7763,5158,2499,2499,12047,6009,8350,16741,7255,1338,5773,6468,13428,1097,1217,2827,1356,2247,7557,4598,7626,1465,3555,6291,2415,3486,6024,567,2573,1054,1030,781,189,1440,1646,232,1794,3926,2499,7210,1353,14140,1004,1274,2576,6445,18184,2633,14231,4559,1656,16206,344,149,4719,9477,18462,316,158,2364,2364,2348,773,1496,7190,1041,1465,1749,3114,19507,556,18003,8122,16721,9769,14174,12761
77	3828,557,575,574,2762,1902,1499,4540,371,5600,4241,2040,66,5335,5335,5163,1712,1683,3819,3936,15290,1801,4320,1873,1741,6531,1501,4862,2449,5516,3903,2256,4163,298,5639,1948,5182,5339,317,931,5659,2198,2981,1907,4163,5451,113,1517,575,10820,10820,4701,5320,1099,557,669,6184,12176,5400,6502,5911,4852,4475,2920,6092,6897,1060,1955,897,11881,6457,6488,2538,4727,2078,4984,5165,3252,2833,623,6189,3352,7066,477,1891,6300,2002,6157,6445,4852,8311,7391,7585,7077,7241,7895,1955,7267,8877,9417,9821,9821,8698,10382,10382,9308,10895,10895,10446,10446,10,8184,6934,481,7667,3307,11092,7398,10446,10446,11444,8466,10746,10746,7061,8369,6441,10226,10226,2343,11723,11838,10226,10226,10950,10807,10807,12628,3858,9349,10950,19145,3858,8323,13628,1340,12192,11723,13332,15100,14468,14953,15110,1730,15592,8780,15213,15844,6342,3535,7705,15738
